/home/jaiv/miniconda3/envs/hirl/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3464: RuntimeWarning: Mean of empty slice.
  return _methods._mean(a, axis=axis, dtype=dtype,
/home/jaiv/miniconda3/envs/hirl/lib/python3.8/site-packages/numpy/core/_methods.py:192: RuntimeWarning: invalid value encountered in scalar divide
  ret = ret.dtype.type(ret / rcount)
705 0 rew:-5918 mean_rew:nan fps:685, eps:0.99, loss:nan catastrophes:59
149459 195 rew:-121 mean_rew:-118.40 fps:69, eps:0.02, loss:5.4476 catastrophes:1
150221 196 rew:-21 mean_rew:-115.90 fps:67, eps:0.02, loss:3.0145 catastrophes:0
150983 197 rew:-21 mean_rew:-115.92 fps:67, eps:0.02, loss:4.5614 catastrophes:0
151745 198 rew:-21 mean_rew:-110.95 fps:68, eps:0.02, loss:3.2122 catastrophes:0
152507 199 rew:-121 mean_rew:-110.95 fps:68, eps:0.02, loss:2.9952 catastrophes:1
153268 200 rew:-221 mean_rew:-113.45 fps:68, eps:0.02, loss:4.1371 catastrophes:2
154029 201 rew:-21 mean_rew:-113.45 fps:61, eps:0.02, loss:3.9427 catastrophes:0
154790 202 rew:-21 mean_rew:-113.45 fps:70, eps:0.02, loss:3.8029 catastrophes:0
155551 203 rew:-21 mean_rew:-110.95 fps:70, eps:0.02, loss:4.2142 catastrophes:0
156312 204 rew:-21 mean_rew:-110.95 fps:71, eps:0.02, loss:3.4115 catastrophes:0
157073 205 rew:-21 mean_rew:-110.95 fps:71, eps:0.02, loss:2.3296 catastrophes:0
157835 206 rew:-21 mean_rew:-108.45 fps:71, eps:0.02, loss:1.9801 catastrophes:0
158597 207 rew:-21 mean_rew:-105.95 fps:68, eps:0.02, loss:1.8359 catastrophes:0
159358 208 rew:-21 mean_rew:-103.45 fps:67, eps:0.02, loss:1.5727 catastrophes:0
160120 209 rew:-21 mean_rew:-103.45 fps:67, eps:0.02, loss:1.0684 catastrophes:0
160879 210 rew:-121 mean_rew:-100.95 fps:67, eps:0.02, loss:1.4307 catastrophes:1
161640 211 rew:-21 mean_rew:-103.45 fps:68, eps:0.02, loss:1.8205 catastrophes:0
162401 212 rew:-121 mean_rew:-100.95 fps:67, eps:0.02, loss:2.1900 catastrophes:1
163163 213 rew:-21 mean_rew:-100.95 fps:67, eps:0.02, loss:2.2612 catastrophes:0
163924 214 rew:-21 mean_rew:-100.95 fps:67, eps:0.02, loss:1.9518 catastrophes:0
164685 215 rew:-21 mean_rew:-100.95 fps:67, eps:0.02, loss:1.1325 catastrophes:0
165446 216 rew:-121 mean_rew:-98.45 fps:67, eps:0.02, loss:3.6520 catastrophes:1
166205 217 rew:-21 mean_rew:-98.45 fps:67, eps:0.02, loss:1.8136 catastrophes:0
166965 218 rew:-21 mean_rew:-98.45 fps:68, eps:0.02, loss:1.3802 catastrophes:0
167727 219 rew:-21 mean_rew:-95.95 fps:68, eps:0.02, loss:2.0188 catastrophes:0
168486 220 rew:-121 mean_rew:-95.95 fps:67, eps:0.02, loss:2.2891 catastrophes:1
169247 221 rew:-21 mean_rew:-95.95 fps:66, eps:0.02, loss:1.3480 catastrophes:0
170009 222 rew:-21 mean_rew:-95.95 fps:68, eps:0.02, loss:0.8112 catastrophes:0
170770 223 rew:-121 mean_rew:-95.95 fps:71, eps:0.02, loss:2.3461 catastrophes:1
171532 224 rew:-21 mean_rew:-98.45 fps:67, eps:0.02, loss:1.5537 catastrophes:0
172291 225 rew:-121 mean_rew:-95.95 fps:67, eps:0.02, loss:1.1981 catastrophes:1
173053 226 rew:-21 mean_rew:-98.45 fps:67, eps:0.02, loss:2.2182 catastrophes:0
173814 227 rew:-21 mean_rew:-98.45 fps:67, eps:0.02, loss:2.5964 catastrophes:0
174574 228 rew:-121 mean_rew:-98.45 fps:67, eps:0.02, loss:3.3820 catastrophes:1
175541 229 rew:-720 mean_rew:-58.50 fps:67, eps:0.02, loss:4.3684 catastrophes:7
176302 230 rew:-21 mean_rew:-75.97 fps:68, eps:0.02, loss:11.0740 catastrophes:0
177064 231 rew:-21 mean_rew:-70.97 fps:69, eps:0.02, loss:4.4036 catastrophes:0
177826 232 rew:-21 mean_rew:-70.97 fps:70, eps:0.02, loss:3.0947 catastrophes:0
178588 233 rew:-21 mean_rew:-70.97 fps:69, eps:0.02, loss:1.6445 catastrophes:0
179350 234 rew:-21 mean_rew:-65.97 fps:68, eps:0.02, loss:2.1412 catastrophes:0
180112 235 rew:-21 mean_rew:-65.97 fps:67, eps:0.02, loss:1.7375 catastrophes:0
180871 236 rew:-21 mean_rew:-63.48 fps:68, eps:0.02, loss:2.7879 catastrophes:0
181633 237 rew:-21 mean_rew:-63.48 fps:71, eps:0.02, loss:1.7893 catastrophes:0
182394 238 rew:-121 mean_rew:-63.48 fps:66, eps:0.02, loss:3.0694 catastrophes:1
183155 239 rew:-21 mean_rew:-65.97 fps:66, eps:0.02, loss:3.3914 catastrophes:0
183916 240 rew:-121 mean_rew:-63.48 fps:70, eps:0.02, loss:1.5252 catastrophes:1
184675 241 rew:-221 mean_rew:-60.98 fps:69, eps:0.02, loss:2.9663 catastrophes:2
185435 242 rew:-121 mean_rew:-65.97 fps:72, eps:0.02, loss:4.7957 catastrophes:1
186194 243 rew:-321 mean_rew:-68.47 fps:67, eps:0.02, loss:7.0283 catastrophes:3
186955 244 rew:-21 mean_rew:-75.97 fps:65, eps:0.02, loss:5.9491 catastrophes:0
187716 245 rew:-121 mean_rew:-75.97 fps:67, eps:0.02, loss:3.1280 catastrophes:1
188475 246 rew:-121 mean_rew:-78.47 fps:67, eps:0.02, loss:7.0254 catastrophes:1
189235 247 rew:-121 mean_rew:-80.97 fps:68, eps:0.02, loss:5.1973 catastrophes:1
189996 248 rew:-120 mean_rew:-83.47 fps:70, eps:0.02, loss:6.2624 catastrophes:1
190756 249 rew:-21 mean_rew:-85.95 fps:69, eps:0.02, loss:4.3865 catastrophes:0
191515 250 rew:-121 mean_rew:-85.95 fps:68, eps:0.02, loss:4.5049 catastrophes:1
192275 251 rew:-121 mean_rew:-85.95 fps:67, eps:0.02, loss:7.3306 catastrophes:1
193037 252 rew:-21 mean_rew:-88.45 fps:68, eps:0.02, loss:4.5489 catastrophes:0
193799 253 rew:-121 mean_rew:-85.95 fps:67, eps:0.02, loss:7.6647 catastrophes:1
194560 254 rew:-21 mean_rew:-88.45 fps:68, eps:0.02, loss:6.6384 catastrophes:0
195319 255 rew:-321 mean_rew:-88.45 fps:68, eps:0.02, loss:7.2124 catastrophes:3
196081 256 rew:-21 mean_rew:-95.95 fps:68, eps:0.02, loss:8.7180 catastrophes:0
196840 257 rew:-21 mean_rew:-93.45 fps:67, eps:0.02, loss:7.0030 catastrophes:0
197600 258 rew:-221 mean_rew:-93.45 fps:67, eps:0.02, loss:6.3619 catastrophes:2
198359 259 rew:-121 mean_rew:-98.45 fps:67, eps:0.02, loss:9.1880 catastrophes:1
199118 260 rew:-121 mean_rew:-100.95 fps:67, eps:0.02, loss:9.0218 catastrophes:1
199878 261 rew:-221 mean_rew:-100.95 fps:68, eps:0.02, loss:6.9543 catastrophes:2
200639 262 rew:-21 mean_rew:-105.95 fps:68, eps:0.02, loss:7.2557 catastrophes:0
201400 263 rew:-21 mean_rew:-105.95 fps:67, eps:0.02, loss:5.4453 catastrophes:0
